cas_num,com_id,com_nam,rep_typ,rep_yea,fin_amo,off,sta,dis,can_nam,lat_fil_not_fil,pai_yes_no,
"2872","C00390104","SOLANO COUNTY REPUBLICAN CENTRAL COMMITTEE (FED. ACCT.)","Q3","2014","$145.00","","","","","L","Y",
"1903","C00421982","SOLAR ENERGY INDUSTRIES ASSOCIATION PAC (SOLARPAC)","Q3","2008","$270.00","","","","","L","Y",
"389","C00355842","SONNY ZAYAS FOR CONGRESS COMMITTEE","YE","2000","$650.00","H","NY","17","ZAYAS, SONNY A","L","Y",
"542","C00282038","SONY PICTURES ENTERTAINMENT, INC. PAC","M12","2001","$900.00","","","","","N","Y",
"702","C00282038","SONY PICTURES ENTERTAINMENT, INC. PAC","M8","2002","$343.75","","","","","L","Y",
"690","C00034033","SOUTH CAROLINA REPUBLICAN PARTY","Q2","2002","$1,500.00","","","","","L","Y",
"2386","C00430371","SOUTH DAKOTA FIRST","30G","2010","$4,160.00","","","","","L","Y",
"1426","C00044990","SOUTH DAKOTA REPUBLICAN PARTY","M8","2005","$5,500.00","","","","","N","Y",
"1435","C00044990","SOUTH DAKOTA REPUBLICAN PARTY","M11","2005","$1,000.00","","","","","L","Y",
"1170","C00306878","SOUTHEAST ANESTHESIA ASSOCIATES, P.A. POLITICAL ACTION COMMITTEE","Q2","2004","$900.00","","","","","N","Y",
"1305","C00306878","SOUTHEAST ANESTHESIA ASSOCIATES, P.A. POLITICAL ACTION COMMITTEE","30G","2004","$425.00","","","","","L","Y",
"1387","C00306878","SOUTHEAST ANESTHESIA ASSOCIATES, P.A. POLITICAL ACTION COMMITTEE","YE","2004","$375.00","","","","","N","Y",
"1638","C00359984","SOUTHEAST MILK INC POLITICAL ACTION COMMITTEE","12G","2006","$600.00","","","","","L","Y",
"2532","C00250407","SOUTHERN COMPANY - SOUTHERN NUCLEAR OPERATING COMPANY, INC. PAC","M5","2012","$550.00","","","","","N","Y",
"2629","C00250407","SOUTHERN COMPANY - SOUTHERN NUCLEAR OPERATING COMPANY, INC. PAC","12G","2012","$825.00","","","","","N","Y",
"872","C00265546","SOUTHERN STATES POLICE BENEVOLENT ASSOC PAC FUND","12G","2002","$1,000.00","","","","","N","Y",
"161","C00084988","SOUTHWESTERN ELECTRIC POWER COMPANY POLITICAL ACTION COMMITTEE","Q3","2000",,"","","","","L","N",
"1194","C00327072","SOVEREIGN BANCORP INC PAC","Q3","2004","$260.00","","","","","L","Y",
"45","C00074328","SPEAR, LEEDS & KELLOGG GOOD GOVERNMENT FUND COMMITTEE","Q2","2000","$400.00","","","","","L","Y",
"1448","C00412817","SPENCER FOR SENATE COMMITTEE","YE","2005",,"S","NY","00","SPENCER, JOHN D","L","N",
"2461","C00477471","SPIKE MAYNARD FOR CONGRESS","YE","2010","$330.00","H","WV","03","MAYNARD, ELLIOTT EDWARD","N","Y",
"2946","C00349225","SPINE PAC OF THE NATIONAL ASSOCIATION OF SPINE SPECIALISTS","30G","2014","$550.00","","","","","N","Y",
"873","C00148155","ST. LOUISANS FOR BETTER GOVERNMENT","12G","2002","$1,000.00","","","","","N","Y",
"1904","C00148155","ST. LOUISANS FOR BETTER GOVERNMENT","Q3","2008","$160.00","","","","","L","Y",
"1990","C00148155","ST. LOUISANS FOR BETTER GOVERNMENT","12G","2008","$625.00","","","","","N","Y",
"1082","C00385047","STACE WILLIAMS FOR US CONGRESS","Q3","2003","$4,500.00","H","TX","19","WILLIAMS, STACE LAWRENCE","N","Y",
"1093","C00385047","STACE WILLIAMS FOR US CONGRESS","YE","2003","$5,625.00","H","TX","19","WILLIAMS, STACE LAWRENCE","N","N",
"1120","C00385047","STACE WILLIAMS FOR US CONGRESS","Q1","2004",,"H","TX","19","WILLIAMS, STACE LAWRENCE","N","N",
"1374","C00385047","STACE WILLIAMS FOR US CONGRESS","YE","2004","$1,350.00","H","TX","19","WILLIAMS, STACE LAWRENCE","N","N",
"2890","C00270934","STARK COUNTY REPUBLICAN PARTY","12G","2014","$550.00","","","","","N","Y",
"393","C00349399","STARR FOR CONGRESS","YE","2000","$650.00","H","OR","01","STARR, CHARLES","L","Y",
"1167","C00252395","STEAMFITTERS LOCAL 475 POLITICAL ACTION COMMITTEE","Q2","2004","$1,500.00","","","","","L","Y",
"1486","C00252395","STEAMFITTERS LOCAL 475 POLITICAL ACTION COMMITTEE","Q1","2006","$4,656.00","","","","","L","Y",
"1817","C00252395","STEAMFITTERS LOCAL 475 POLITICAL ACTION COMMITTEE","Q1","2008","$1,375.00","","","","","L","Y",
"1042","C00367631","STEPHANIE HERSETH SANDLIN FOR SOUTH DAKOTA","48H","2002","$2,900.00","H","SD","00","HERSETH SANDLIN, STEPHANIE M","N","Y",
"1113","C00395863","STEPHANIE SUMMERS O'NEAL FOR US CONGRESS","Q1","2004","$3,500.00","H","MS","02","SUMMERS-O'NEAL, STEPHANIE","N","N",
"1152","C00395863","STEPHANIE SUMMERS O'NEAL FOR US CONGRESS","Q2","2004","$4,375.00","H","MS","02","SUMMERS-O'NEAL, STEPHANIE","N","N",
"1213","C00395863","STEPHANIE SUMMERS O'NEAL FOR US CONGRESS","Q3","2004","$5,250.00","H","MS","02","SUMMERS-O'NEAL, STEPHANIE","N","N",
"1363","C00395863","STEPHANIE SUMMERS O'NEAL FOR US CONGRESS","YE","2004","$7,875.00","H","MS","02","SUMMERS-O'NEAL, STEPHANIE","N","N",
"1408","C00395863","STEPHANIE SUMMERS O'NEAL FOR US CONGRESS","Q1","2005",,"H","MS","02","SUMMERS-O'NEAL, STEPHANIE","N","N",
"1417","C00395863","STEPHANIE SUMMERS O'NEAL FOR US CONGRESS","Q2","2005",,"H","MS","02","SUMMERS-O'NEAL, STEPHANIE","N","N",
"978","C00334151","STEPHANIE TUBBS JONES FOR US CONGRESS","YE","2002","$400.00","H","OH","11","JONES, STEPHANIE TUBBS","L","Y",
"2879","C00556530","STEPHEN H SHOGAN FOR SENATE","12G","2014","$180.00","S","CO","00","SHOGAN, STEPHEN H","L","Y",
"2181","C00473603","STEVE CLARK FOR CONGRESS","Q2","2010","$250.00","H","TX","04","CLARK, STEVE","N","Y",
"2462","C00473603","STEVE CLARK FOR CONGRESS","YE","2010",,"H","TX","04","CLARK, STEVE","N","N",
"2735","C00494690","STEVE COLLETT FOR CONGRESS","YE","2012","$2,970.00","H","CA","33","COLLETT, STEPHEN (STEVE)","N","Y",
"2596","C00500439","STEVE HOBBS FOR CONGRESS","Q3","2012","$990.00","H","WA","01","HOBBS, STEVE","N","Y",
"75","C00344762","STEVE MONEY FOR CONGRESS","12P","2000","$325.00","H","OK","02","MONEY, STEVE","L","Y",
"106","C00344762","STEVE MONEY FOR CONGRESS","Q3","2000","$4,350.00","H","OK","02","MONEY, STEVE","L","Y",
"1924","C00414821","STEVE RATHJE FOR US SENATE","Q3","2008","$250.00","S","IA","00","RATHJE, STEVE","N","Y",
"2554","C00518027","STEVE SALAZAR FOR CONGRESS","Q2","2012","$4,950.00","H","TX","33","SALAZAR, STEVE","N","N",
"2597","C00518027","STEVE SALAZAR FOR CONGRESS","Q3","2012",,"H","TX","33","SALAZAR, STEVE","N","N",
"2754","C00518027","STEVE SALAZAR FOR CONGRESS","Q1","2013","$6,187.00","H","TX","33","SALAZAR, STEVE","N","N",
"2759","C00518027","STEVE SALAZAR FOR CONGRESS","Q2","2013","$6,187.00","H","TX","33","SALAZAR, STEVE","N","N",
"2767","C00518027","STEVE SALAZAR FOR CONGRESS","Q3","2013","$8,662.00","H","TX","33","SALAZAR, STEVE","N","N",
"2784","C00518027","STEVE SALAZAR FOR CONGRESS","YE","2013","$8,662.00","H","TX","33","SALAZAR, STEVE","N","N",
"2804","C00518027","STEVE SALAZAR FOR CONGRESS","Q1","2014",,"H","TX","33","SALAZAR, STEVE","N","N",
"1360","C00396275","STEVEN REIFMAN FOR CONGRESS","YE","2004","$250.00","H","MI","09","REIFMAN, STEVEN W.","N","Y",
"2337","C00459065","STINSON MORRISON HECKER POLITICAL ACTION COMMITEE PAC","12G","2010","$550.00","","","","","N","Y",
"1074","C00386862","STOLL  2004","Q3","2003","$2,000.00","H","MO","03","STOLL, STEPHEN MICHAEL","L","Y",
"1732","C00393488","STOP HILARY PAC","YE","2006","$900.00","","","","","N","Y",
"2947","C00497842","STRATEGY PAC","30G","2014","$885.00","","","","","L","Y",
"2042","C00449231","STRATEN FOR CONGRESS INC","30G","2008","$130.00","H","NJ","08","STRATEN, ROLAND","L","Y",
"2612","C00513366","STRENGTH AND LIBERTY PAC","Q3","2012","$3,300.00","","","","","N","N",
"884","C00368175","STRICKLAND FOR COLORADO INC","30G","2002","$6,400.00","S","CO","00","STRICKLAND, THOMAS LEE","L","Y",
"1037","C00368175","STRICKLAND FOR COLORADO INC","48H","2002","$8,650.00","S","CO","00","STRICKLAND, THOMAS LEE","N","Y",
"1071","C00389676","STRICKLAND FOR US SENATE","Q3","2003","$725.00","S","CA","00","STRICKLAND, TONY","L","Y",
"2555","C00503078","STRONG UTAH PAC","Q2","2012","$3,850.00","","","","","N","Y",
"662","C00371419","STUART JOHNSON FOR CONGRESS","Q2","2002","$2,700.00","H","CA","36","JOHNSON, SHELBIN V STUART","N","Y",
"1146","C00390450","SUE HELM FOR CONGRESS COMMITTEE","Q2","2004","$620.00","H","PA","17","HELM, SUSAN C","L","Y",
"2249","C00467761","SUE LOWDEN FOR U S SENATE","Q3","2010","$340.00","S","NV","00","LOWDEN, SUE","L","Y",
"2463","C00467761","SUE LOWDEN FOR U S SENATE","YE","2010","$990.00","S","NV","00","LOWDEN, SUE","L","Y",
"2556","C00467761","SUE LOWDEN FOR U S SENATE","Q2","2012",,"S","NV","00","LOWDEN, SUE","N","N",
"1681","C00278788","SUFFOLK COUNTY DETECTIVES ASSN INC., POLITICAL ACTION COMMITTEE","30G","2006","$500.00","","","","","N","Y",
"1733","C00278788","SUFFOLK COUNTY DETECTIVES ASSN INC., POLITICAL ACTION COMMITTEE","YE","2006","$250.00","","","","","N","Y",
"2025","C00278788","SUFFOLK COUNTY DETECTIVES ASSN INC., POLITICAL ACTION COMMITTEE","30G","2008","$750.00","","","","","N","Y",
"2338","C00278788","SUFFOLK COUNTY DETECTIVES ASSN INC., POLITICAL ACTION COMMITTEE","12G","2010","$1,237.00","","","","","N","Y",
"2387","C00278788","SUFFOLK COUNTY DETECTIVES ASSN INC., POLITICAL ACTION COMMITTEE","30G","2010","$218.00","","","","","L","Y",
"1263","C00254656","SUGAR CANE GROWERS COOPERATIVE OF FLORIDA (PAC)","12G","2004","$500.00","","","","","N","Y",
"1335","C00254656","SUGAR CANE GROWERS COOPERATIVE OF FLORIDA (PAC)","30G","2004","$250.00","","","","","N","N",
"1384","C00254656","SUGAR CANE GROWERS COOPERATIVE OF FLORIDA (PAC)","YE","2004","$181.00","","","","","L","Y",
"2998","C00551093","SULLIVAN FOR US SENATE","48H","2014","$2,890.00","S","AK","00","SULLIVAN, DAN","N","Y",
"902","C00382333","SUMMIT PAC","30G","2002","$4,100.00","","","","","L","Y",
"2144","C00398826","SUN HEALTHCARE GROUP, INC. POLITICAL ACTION COMMITTEE D/B/A SUN HEALTHCARE P.A.C.","M4","2010","$380.00","","","","","L","Y",
"1818","C00378216","SUN POLITICAL ACTION COMMITTEE (SUNPAC)","Q1","2008","$1,875.00","","","","","L","Y",
"373","C00214965","SUNTRUST BANK GOOD GOVERNMENT GROUP - MID-ATLANTIC","12G","2000","$1,000.00","","","","","N","Y",
"746","C00024422","SUPPORTERS OF ENGINEERS LOCAL 3 ENDORSED CANDIDATES","Q3","2002","$1,000.00","","","","","N","Y",
"957","C00024422","SUPPORTERS OF ENGINEERS LOCAL 3 ENDORSED CANDIDATES","30G","2002","$900.00","","","","","N","Y",
"1021","C00024422","SUPPORTERS OF ENGINEERS LOCAL 3 ENDORSED CANDIDATES","YE","2002","$937.00","","","","","L","Y",
"2142","C00466771","SURGICAL INSTITUTE OF READING LP-PAC; THE","Q1","2010",,"","","","","N","N",
"2598","C00497222","SUSAN ADAMS FOR CONGRESS","Q3","2012","$250.00","H","CA","02","ADAMS, SUSAN L","N","Y",
"1081","C00383877","SUTTON FOR CONGRESS","Q3","2003","$25.00","H","TX","19","SUTTON, VICKIE","N","Y",
"1119","C00383877","SUTTON FOR CONGRESS","Q1","2004",,"H","TX","19","SUTTON, VICKIE","N","N",
"1829","C00359695","SWANSON FOR U S SENATE COMMITTEE","12P","2008",,"S","AL","00","SWANSON, JOHNNY III","N","N",
"1872","C00359695","SWANSON FOR U S SENATE COMMITTEE","Q2","2008",,"S","AL","00","SWANSON, JOHNNY III","N","N",
"723","C00362632","SWING STATES FOR A CONSERVATIVE WHITE HOUSE PAC INC","Q3","2002","$1,500.00","","","","","L","N",
"797","C00374629","SYED MAHMOOD FOR CONGRESS","12G","2002","$325.00","H","CA","13","MAHMOOD, SYED R","L","N",
"892","C00374629","SYED MAHMOOD FOR CONGRESS","30G","2002","$1,800.00","H","CA","13","MAHMOOD, SYED R","N","N",
"984","C00374629","SYED MAHMOOD FOR CONGRESS","YE","2002","$2,250.00","H","CA","13","MAHMOOD, SYED R","N","N",
"2557","C00507772","SYLVIA ROMO FOR CONGRESS","Q2","2012","$2,970.00","H","TX","35","ROMO, SYLVIA S","N","Y",
"2599","C00507772","SYLVIA ROMO FOR CONGRESS","Q3","2012","$218.00","H","TX","35","ROMO, SYLVIA S","L","Y",
"1252","C00363945","SYNGENTA CORPORATION EMPLOYEE  POLITICAL ACTION COMMITTEE (SYNGENTA PAC)","12G","2004","$120.00","","","","","L","Y",
"834","C00361758","T-MOBILE USA, INC.  POLITICAL ACTION COMMITTEE (T-PAC)","12G","2002","$1,000.00","","","","","N","Y",
"230","C00341768","T.E.A.M. PAC","12G","2000","$2,000.00","","","","","N","Y",
"162","C00330118","TACO POLITICAL ACTION COMMITTEE","Q3","2000","$3,000.00","","","","","L","Y",
"1027","C00359190","TAKE BACK THE HOUSE","YE","2002","$1,800.00","","","","","N","Y",
"2948","C00555508","TAKEOVER SUPER PAC","30G","2014","$275.00","","","","","N","Y",
"1907","C00368183","TALENT FOR SENATE COMMITTEE","48H","2006","$3,030.00","S","MO","00","TALENT, JAMES MATTHES","N","Y",
"1908","C00368183","TALENT FOR SENATE COMMITTEE","48H","2006","$4,410.00","S","MO","00","TALENT, JAMES MATTHES","N","Y",
"2026","C00363689","TALLATCHEE CREEK INC. PAC","30G","2008","$780.00","","","","","L","Y",
"1682","C00399113","TAN NGUYEN FOR CONGRESS","30G","2006",,"H","CA","47","NGUYEN, TAN D","N","N",
"1734","C00399113","TAN NGUYEN FOR CONGRESS","YE","2006","$900.00","H","CA","47","NGUYEN, TAN D","N","Y",
"1753","C00399113","TAN NGUYEN FOR CONGRESS","Q1","2007",,"H","CA","47","NGUYEN, TAN D","N","N",
"1149","C00395707","TASHENBERG FOR CONGRESS","Q2","2004","$215.00","H","TX","10","TASHENBERG, BRAD","L","Y",
"1218","C00395707","TASHENBERG FOR CONGRESS","Q3","2004",,"H","TX","10","TASHENBERG, BRAD","N","N",
"2949","C00132480","TAXICAB LIMOUSINE & PARATRANSIT ASSOCIATION POLITICAL ACTION COMMITTEE (TLPA PAC)","30G","2014","$180.00","","","","","L","Y",
"1264","C00396291","TEAM AMERICA PAC","12G","2004","$900.00","","","","","N","Y",
"1597","C00396291","TEAM AMERICA PAC","12G","2006","$1,750.00","","","","","L","Y",
"1141","C00384636","TEAM DEMINT","12R","2004","$8,700.00","S","SC","00","DEMINT, JAMES W","L","Y",
"684","C00178541","TEAMSTERS JOINT COUNCIL 53 POLITICAL ACTION COMMITTEE","Q2","2002","$650.00","","","","","L","Y",
"1683","C00178541","TEAMSTERS JOINT COUNCIL 53 POLITICAL ACTION COMMITTEE","30G","2006","$2,700.00","","","","","N","Y",
"622","C00004440","TEAMSTERS LOCAL 745 DRIVE","Q1","2002","$2,900.00","","","","","L","Y",
"1819","C00039164","TEAMSTERS LOCAL 959 ALASKA LABOR INDEPENDENT VOTER EDUCATION","Q1","2008","$155.00","","","","","L","Y",
"1206","C00282236","TEAMSTERS LOCAL UNION NO 688 PAC","Q3","2004","$3,000.00","","","","","N","Y",
"1314","C00282236","TEAMSTERS LOCAL UNION NO 688 PAC","30G","2004","$155.00","","","","","L","Y",
"685","C00161422","TECO ENERGY INC EMPLOYEES' PAC","Q2","2002","$1,000.00","","","","","L","Y",
"730","C00161422","TECO ENERGY INC EMPLOYEES' PAC","Q3","2002","$1,100.00","","","","","L","Y",
"958","C00161422","TECO ENERGY INC EMPLOYEES' PAC","30G","2002","$1,125.00","","","","","N","Y",
"1022","C00161422","TECO ENERGY INC EMPLOYEES' PAC","YE","2002","$937.00","","","","","L","Y",
"835","C00119354","TENET HEALTHCARE CORPORATION POLITICAL ACTION COMMITTEE","12G","2002","$3,000.00","","","","","N","Y",
"1427","C00167346","TENNESSEE DEMOCRATIC PARTY","M9","2005","$1,600.00","","","","","L","Y",
"1567","C00417576","TERRIPAC","Q3","2006","$1,350.00","","","","","L","Y",
"1639","C00417576","TERRIPAC","12G","2006","$137.00","","","","","L","Y",
"1735","C00415760","TERRY STULCE FOR CONGRESS","YE","2006",,"H","TN","03","STULCE, TERRY F","N","N",
"2600","C00494773","TERRY WHITE FOR INDIANA","Q3","2012",,"H","IN","08","WHITE, TERRY A","N","N",
"1598","C00358366","TESORO PETROLEUM CORPORATION POLITICAL ACTION COMMITTEE","12G","2006","$900.00","","","","","L","Y",
"2601","C00509596","TEXANS FOR KY GRIFFIN","Q3","2012","$215.00","H","TX","36","GRIFFIN, KY DOUGLAS","L","Y",
"2790","C00197160","TEXANS FOR LAMAR SMITH","48H","2014","$2,890.00","H","TX","21","SMITH, LAMAR","N","Y",
"2805","C00550830","TEXANS FOR STOVALL","Q1","2014","$1,255.00","S","TX","00","STOVALL, DWAYNE BRADLEY","L","Y",
"514","C00363986","TEXAS ASSOC OF REALTORS FEDERAL PAC (TAR FEDPAC)","MY","2001","$3,200.00","","","","","L","Y",
"2615","C00176388","TEXAS INDUSTRIES INC POLITICAL ACTION COMM","M10","2012",,"","","","","N","N",
"2388","C00488403","TEXAS PATRIOTS PAC","30G","2010","$3,520.00","","","","","L","Y",
"374","C00102798","TEXAS-NEW MEXICO POWER COMPANY RESPONSIBLE GOVERNMENT ASSOCIATION","12G","2000","$1,000.00","","","","","N","Y",
"2389","C00279828","TEXTILE RENTAL SERVICES ASSOCIATION OF AMERICA POLITICAL ACTION COMMITTEE (TRSAPAC)","30G","2010","$170.00","","","","","L","Y",
"174","C00123612","TEXTRON INC. POLITICAL ACTION COMMITTEE","Q3","2000","$3,000.00","","","","","N","Y",
"1991","C00390179","THE 159 GROUP INC","12G","2008","$900.00","","","","","N","Y",
"2027","C00390179","THE 159 GROUP INC","30G","2008","$130.00","","","","","L","N",
"2271","C00333104","THE AMERICAN SOCIETY OF PENSION PROFESSIONALS AND ACTUARIES POLITICAL ACTION COMMITTEE (ASPPA-NAPA PAC)","12G","2010","$170.00","","","","","L","Y",
"1992","C00228296","THE ASCAP LEGISLATIVE FUND FOR THE ARTS","12G","2008","$600.00","","","","","N","Y",
"37","C00348045","THE AVE MARIA LIST PAC","Q2","2000","$975.00","","","","","L","Y",
"338","C00348045","THE AVE MARIA LIST PAC","12G","2000","$1,000.00","","","","","N","Y",
"937","C00185884","THE BANK OF NEW YORK MELLON CORPORATION FEDERAL PAC (FORMERLY BNY PAC)","30G","2002","$1,800.00","","","","","N","Y",
"1015","C00185884","THE BANK OF NEW YORK MELLON CORPORATION FEDERAL PAC (FORMERLY BNY PAC)","YE","2002","$550.00","","","","","L","Y",
"214","C00328468","THE COMMITTEE FOR THE PRESERVATION OF CAPITALISM","12G","2000","$4,000.00","","","","","N","Y",
"2464","C00475772","THE COMMITTEE TO ELECT DINO LAVERGHETTA","YE","2010",,"H","NY","14","LAVERGHETTA, DINO","N","N",
"646","C00039578","THE COUNCIL OF INSURANCE AGENTS & BROKERS POLITICAL ACTION COMMITTEE","M6","2002","$825.00","","","","","L","Y",
"155","C00348144","THE DESERT FOUNDATION FOR DEMOCRACY","Q3","2000","$750.00","","","","","L","Y",
"271","C00348144","THE DESERT FOUNDATION FOR DEMOCRACY","30G","2000","$800.00","","","","","L","Y",
"1599","C00325498","THE FRED D. THOMPSON PAC","12G","2006","$450.00","","","","","L","Y",
"1938","C00200139","THE HERSHEY COMPANY POLITICAL ACTION COMMITTEE","12G","2008","$500.00","","","","","N","Y",
"2891","C00200139","THE HERSHEY COMPANY POLITICAL ACTION COMMITTEE","12G","2014","$125.00","","","","","L","Y",
"1973","C00429084","THE LEGACY COMMITTEE POLITICAL ACTION COMMITTEE","12G","2008","$6,000.00","","","","","N","Y",
"356","C00010793","THE LOOSE GROUP","12G","2000","$2,000.00","","","","","N","Y",
"1568","C00010793","THE LOOSE GROUP","Q3","2006","$2,150.00","","","","","L","Y",
"2665","C00010793","THE LOOSE GROUP","12G","2012","$990.00","","","","","N","Y",
"1192","C00375808","THE PROCTER & GAMBLE COMPANY/GILLETTE POLITICAL ACTION COMMITTEE","Q3","2004","$270.00","","","","","L","Y",
"1684","C00009357","THE RECORDING INDUSTRY ASSOCIATION OF AMERICA POLITICAL ACTION COMMITTEE","30G","2006","$135.00","","","","","L","Y",
"2339","C00009357","THE RECORDING INDUSTRY ASSOCIATION OF AMERICA POLITICAL ACTION COMMITTEE","12G","2010","$990.00","","","","","N","Y",
"2390","C00009357","THE RECORDING INDUSTRY ASSOCIATION OF AMERICA POLITICAL ACTION COMMITTEE","30G","2010","$330.00","","","","","N","Y",
"2283","C00202861","THE SENATE VICTORY FUND PAC","12G","2010","$990.00","","","","","N","Y",
"450","C00040394","THE WILLIAMS COMPANIES, INC. POLITICAL ACTION COMMITTEE","YE","2000","$300.00","","","","","L","Y",
"836","C00040394","THE WILLIAMS COMPANIES, INC. POLITICAL ACTION COMMITTEE","12G","2002","$1,250.00","","","","","N","Y",
"959","C00248641","THELEN REID BROWN RAYSMAN & STEINER POLITICAL ACTION COMMITTEE","30G","2002","$900.00","","","","","N","Y",
"1886","C00292318","THERMO FISHER SCIENTIFIC INC. PAC","M9","2008","$60.00","","","","","N","Y",
"1926","C00292318","THERMO FISHER SCIENTIFIC INC. PAC","M10","2008","$900.00","","","","","N","Y",
"1948","C00292318","THERMO FISHER SCIENTIFIC INC. PAC","12G","2008","$500.00","","","","","N","Y",
"2465","C00475038","THOMAS C CASTELLANO CAMPAIGN FUND","YE","2010",,"H","FL","11","CASTELLANO, THOMAS C","N","N",
"2189","C00459883","THORPE FOR US SENATE","12P","2010",,"S","FL","00","THORPE, MARION D JR MD DR","N","N",
"874","C00121319","THRIVENT FINANCIAL FOR LUTHERANS - EMPLOYEE POLITICAL ACTION COMMITTEE","12G","2002","$1,000.00","","","","","N","Y",
"117","C00344457","TICO PEREZ FOR CONGRESS CAMPAIGN","Q3","2000",,"H","FL","08","PEREZ, HECTOR A TICO","N","N",
"379","C00344457","TICO PEREZ FOR CONGRESS CAMPAIGN","YE","2000","$400.00","H","FL","08","PEREZ, HECTOR A TICO","L","Y",
"2298","C00464347","TIM ALLISON FOR CONGRESS","30G","2010","$825.00","H","CA","24","ALLISON, TIMOTHY JAMES","L","Y",
"2566","C00515213","TIM D'ANNUNZIO FOR SENATE","48H","2012","$10,110.00","H","NC","04","D'ANNUNZIO, TIMOTHY BRUCE","N","Y",
"1552","C00414581","TIM DUNN FOR CONGRESS","Q3","2006",,"H","NC","08","DUNN, TIMOTHY MARK","N","N",
"1059","C00201533","TIM JOHNSON FOR SOUTH DAKOTA INC","Q2","2003","$1,350.00","S","SD","00","JOHNSON, TIM","L","Y",
"2250","C00476432","TIM WOOLDRIDGE FOR CONGRESS","Q3","2010","$550.00","H","AR","01","WOOLRIDGE, TYMOTHE (TIM) LYNN","N","Y",
"2490","C00476432","TIM WOOLDRIDGE FOR CONGRESS","48H","2010","$3,812.00","H","AR","01","WOOLRIDGE, TYMOTHE (TIM) LYNN","N","Y",
"1754","C00422360","TJ COX CONGRESSIONAL CAMPAIGN COMMITTEE","Q1","2007","$900.00","H","CA","19","COX, T J","N","Y",
"2666","C00385732","TO ORGANIZE A MAJORITY PAC (TOMPAC)","12G","2012","$1,400.00","","","","","N","Y",
"2736","C00343475","TODD AKIN FOR SENATE","YE","2012","$1,535.00","S","MO","00","AKIN, W TODD","L","Y",
"2085","C00430520","TODD LONG FOR CONGRESS","YE","2008",,"H","FL","09","LONG, WILLIAM TODD","N","N",
"1600","C00414417","TOM BARLOW FOR CONGRESS '06","12G","2006","$450.00","H","KY","01","BARLOW, THOMAS J III","L","Y",
"1685","C00414417","TOM BARLOW FOR CONGRESS '06","30G","2006","$1,100.00","H","KY","01","BARLOW, THOMAS J III","L","Y",
